PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
C	Sheng, ZH; Zhao, LD; Liu, SJ		Zhu, J; Zhang, YY; Xiao, HL; Jones, MH		Sheng, ZH; Zhao, LD; Liu, SJ			On identifying rotating machinery orbits of shaft centerline based on neural networks	CONDITION MONITORING '97			English	Proceedings Paper	International Conference on Condition Monitoring	MAR 24-26, 1997	XIAN, PEOPLES R CHINA	Xian Jiaotong Univ, Peoples R China, Univ Wales, Swansea, Wales, Wuhan Transportat Univ, Peoples R China, Natl Nat Sci Fdn China, State Educ Commiss China, Minist Commun, Peoples R China, Inst Nondestruct Testing, UK, Inst Measurement & Control, UK, Royal Inst Naval Architects, UK, Chinese Mech Engn Soc, Chinese Mech Engn Soc, Tribol Inst, Chinese Mech Engn Soc, Plant Maintenance Inst, CVES, Machine Fault Diagnosis Inst, Chinese Assoc Plant Engn, Bao Steel Grp, Peoples R China		artificial neural network; fault diagnosis; rotating machinery; orbit of shaft centerline; identify		Artificial neural network has recently received much attention in the field of Fault diagnosis due to its abilities of self-learning and adapting. One of the most important potential application areas for neural network is within the field of fault diagnosis. The development of fault diagnostic technique is helpful to avoid unexpected failures and costly machinery downtime. This paper is devoted to identify rotating machinery orbits of shaft centerline based on neural networks. The orbits of shaft centerline are pieces of indispensable information of vibration in rotating machinery fault diagnosis. A special shape of orbit of shaft centerline corresponds to a special fault type. The study provides with the means for identifying orbits of shaft centerline automatically.	Southeast Univ, Sch Econ & Management, Nanjing, Jiangsu, Peoples R China		Sheng, ZH (corresponding author), Southeast Univ, Sch Econ & Management, Nanjing, Jiangsu, Peoples R China.							0	0	0	0	1	NATIONAL DEFENCE INDUSTRY PRESS	BEIJING	23 ZIZHUYUAN NANLU, BEIJING, PEOPLES R CHINA			7-118-01719-1				1997							365	370					6	Acoustics; Engineering, Marine; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Engineering	BK34E	WOS:000071844300073					2022-02-14	
C	Zhang, LB; Wang, ZH		Zhu, J; Zhang, YY; Xiao, HL; Jones, MH		Zhang, LB; Wang, ZH			The fuzzy reasoning-based expert system for diagnosing the PZ12V190 diesel engine's fault	CONDITION MONITORING '97			English	Proceedings Paper	International Conference on Condition Monitoring	MAR 24-26, 1997	XIAN, PEOPLES R CHINA	Xian Jiaotong Univ, Peoples R China, Univ Wales, Swansea, Wales, Wuhan Transportat Univ, Peoples R China, Natl Nat Sci Fdn China, State Educ Commiss China, Minist Commun, Peoples R China, Inst Nondestruct Testing, UK, Inst Measurement & Control, UK, Royal Inst Naval Architects, UK, Chinese Mech Engn Soc, Chinese Mech Engn Soc, Tribol Inst, Chinese Mech Engn Soc, Plant Maintenance Inst, CVES, Machine Fault Diagnosis Inst, Chinese Assoc Plant Engn, Bao Steel Grp, Peoples R China		diesel engine; fault diagnosis; expert system; fuzzy reasoning; self-learning		An expert system for diagnosing PZ12V190 engine's fault is built, in which the fuzzy reasoning is adopted due to the complexity and uncertainty of the diagnostic knowledge. The system consists of four main parts: 1. Knowledge Base. 2. Reasoning machine. 3. DSP library. 4. Self-learning machine. On base of above four parts, this expert system can diagnose nearly fifty kinds of common fault of the PZ12V190 engine, and can maintain the K.B by the self-learning function.	Univ Petr Beijing, Beijing 102200, Peoples R China		Zhang, LB (corresponding author), Univ Petr Beijing, Beijing 102200, Peoples R China.							0	0	0	0	0	NATIONAL DEFENCE INDUSTRY PRESS	BEIJING	23 ZIZHUYUAN NANLU, BEIJING, PEOPLES R CHINA			7-118-01719-1				1997							396	399					4	Acoustics; Engineering, Marine; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Engineering	BK34E	WOS:000071844300079					2022-02-14	
C	Wang, JD; Kong, XM; Song, Z; Chen, DR		Zhu, J; Zhang, YY; Xiao, HL; Jones, MH		Wang, JD; Kong, XM; Song, Z; Chen, DR			Study on an intelligent system for wear particles recognition and wear diagnosis	CONDITION MONITORING '97			English	Proceedings Paper	International Conference on Condition Monitoring	MAR 24-26, 1997	XIAN, PEOPLES R CHINA	Xian Jiaotong Univ, Peoples R China, Univ Wales, Swansea, Wales, Wuhan Transportat Univ, Peoples R China, Natl Nat Sci Fdn China, State Educ Commiss China, Minist Commun, Peoples R China, Inst Nondestruct Testing, UK, Inst Measurement & Control, UK, Royal Inst Naval Architects, UK, Chinese Mech Engn Soc, Chinese Mech Engn Soc, Tribol Inst, Chinese Mech Engn Soc, Plant Maintenance Inst, CVES, Machine Fault Diagnosis Inst, Chinese Assoc Plant Engn, Bao Steel Grp, Peoples R China		ferrography; neural network; multimedia database		Wear is one of the main factors causing breakdown and fault of machine, so ferrography analyzing near particles can be an effective way for condition monitoring and fault diagnosis. This paper describes an intelligent system for wear particles recognition and wear diagnosis (ISWPRWD) on the basis of fuzzy neural network. In this system, OOD (Object-orient Design) is employed for programming and a multimedia database is built for managing information.	Tsing Hua Univ, Natl Tribol Lab, Beijing 100084, Peoples R China		Wang, JD (corresponding author), Tsing Hua Univ, Natl Tribol Lab, Beijing 100084, Peoples R China.							0	0	0	0	0	NATIONAL DEFENCE INDUSTRY PRESS	BEIJING	23 ZIZHUYUAN NANLU, BEIJING, PEOPLES R CHINA			7-118-01719-1				1997							400	403					4	Acoustics; Engineering, Marine; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Engineering	BK34E	WOS:000071844300080					2022-02-14	
C	Li, YH; Zhang, XQ; Meng, ZX; Duan, TQ; Cui, YH		Zhu, J; Zhang, YY; Xiao, HL; Jones, MH		Li, YH; Zhang, XQ; Meng, ZX; Duan, TQ; Cui, YH			Monitored control system of flood machine sets with micro computer	CONDITION MONITORING '97			English	Proceedings Paper	International Conference on Condition Monitoring	MAR 24-26, 1997	XIAN, PEOPLES R CHINA	Xian Jiaotong Univ, Peoples R China, Univ Wales, Swansea, Wales, Wuhan Transportat Univ, Peoples R China, Natl Nat Sci Fdn China, State Educ Commiss China, Minist Commun, Peoples R China, Inst Nondestruct Testing, UK, Inst Measurement & Control, UK, Royal Inst Naval Architects, UK, Chinese Mech Engn Soc, Chinese Mech Engn Soc, Tribol Inst, Chinese Mech Engn Soc, Plant Maintenance Inst, CVES, Machine Fault Diagnosis Inst, Chinese Assoc Plant Engn, Bao Steel Grp, Peoples R China		flood pump; micro computer control; fault diagnosis		This paper presents one kind of monitored control and fault diagnosis systems used for monitoring the operation situation of flood machine sets in oil field. It uses double-display technique. Every monitored parameter is illustrated by figures and tables and every report form can be printed. Pump performance can be tested, measured and analyzed, etc.	Harbin Univ Sci & Technol, Harbin 150040, Peoples R China		Li, YH (corresponding author), Harbin Univ Sci & Technol, Harbin 150040, Peoples R China.							0	0	0	0	0	NATIONAL DEFENCE INDUSTRY PRESS	BEIJING	23 ZIZHUYUAN NANLU, BEIJING, PEOPLES R CHINA			7-118-01719-1				1997							448	453					6	Acoustics; Engineering, Marine; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Engineering	BK34E	WOS:000071844300090					2022-02-14	
C	Geng, ZM; Song, KJ; Wang, WQ; Kang, LB; Pu, XZ		Zhu, J; Zhang, YY; Xiao, HL; Jones, MH		Geng, ZM; Song, KJ; Wang, WQ; Kang, LB; Pu, XZ			An approach to mechanical faults' vibroacoustical signature multi-bands phase-keeping purification by accelerated optimum FIR filter design	CONDITION MONITORING '97			English	Proceedings Paper	International Conference on Condition Monitoring	MAR 24-26, 1997	XIAN, PEOPLES R CHINA	Xian Jiaotong Univ, Peoples R China, Univ Wales, Swansea, Wales, Wuhan Transportat Univ, Peoples R China, Natl Nat Sci Fdn China, State Educ Commiss China, Minist Commun, Peoples R China, Inst Nondestruct Testing, UK, Inst Measurement & Control, UK, Royal Inst Naval Architects, UK, Chinese Mech Engn Soc, Chinese Mech Engn Soc, Tribol Inst, Chinese Mech Engn Soc, Plant Maintenance Inst, CVES, Machine Fault Diagnosis Inst, Chinese Assoc Plant Engn, Bao Steel Grp, Peoples R China		vibroacoustics; mechanical fault diagnostics; signal processing		The machinery's vibroacoustical signature purification with no distortion is essential for its faults diagnostics. This paper presents an efficient numerical technique for the accelerated optimum (in Chebyshev sense) FIR digital filter design. Its advantages over other FIR filters are discussed, Upon that, the technique is applied to the vibroacoustical signature's multi-bands phase-keeping purification of rolling-bearing and diesel-engine's working-process. Some beneficial conclusions are obtained that proved its flexible suitability and effectiveness.	Shandong Univ Technol, Mechanism Res Lab, Jinan 250061, Peoples R China		Geng, ZM (corresponding author), Shandong Univ Technol, Mechanism Res Lab, Jinan 250061, Peoples R China.							0	0	0	0	0	NATIONAL DEFENCE INDUSTRY PRESS	BEIJING	23 ZIZHUYUAN NANLU, BEIJING, PEOPLES R CHINA			7-118-01719-1				1997							545	548					4	Acoustics; Engineering, Marine; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Engineering	BK34E	WOS:000071844300109					2022-02-14	
J	Oikawa, T; Tomizawa, M; Degawa, S				Oikawa, T; Tomizawa, M; Degawa, S			New monitoring system for thermal power plants using digital image processing and sound analysis	CONTROL ENGINEERING PRACTICE			English	Article; Proceedings Paper	2nd IFAC Symposium on Control of Power Plants and Power Systems (SIPOWER 95)	DEC 06-08, 1995	CANCUN, MEXICO	IFAC Tech Comm Applicat, Work Grp Control Power Plants Power Systems, Inst Investigac Elect, Assoc Mexico Control Automat		monitoring; fault detection; image processing; plants; computer controlled systems		Recently, in thermal power plants, many components are operating under severe conditions because of various demands for massive electric power, and frequent load regulation. In a control room, it is difficult to recognize accidents such as fires, fuel oil leaks, and unusual sounds, at a moment's notice. Maintenance operators, therefore, have to patrol the plant yard to find them. To eliminate the need for patrols, the need for automatic monitoring systems to detect such accidents is increasing. A new intelligent monitoring system has been developed, using advanced image and sound analysis, which is linked to human senses, to realize the request. This system can detect oil and steam leaks from burners, unusual sounds from machines, and fire and smoke in the vicinity. This paper describes the system outline, features, and methods of image processing and sound analysis.			Oikawa, T (corresponding author), ISHIKAWAJIMA HARIMA HEAVY IND CO LTD,KOTO KU,1-15 TOYOSU 3 CHOME,TOKYO 135,JAPAN.						BRAD B, 1993, TECHNOLOGY 90S, P273; MARAGOS P, 1990, IEEE T PATTERN ANAL, V12, P498, DOI 10.1109/34.55110	2	4	5	0	2	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB	0967-0661			CONTROL ENG PRACT	Control Eng. Practice	JAN	1997	5	1					75	78		10.1016/S0967-0661(96)00209-2			4	Automation & Control Systems; Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S); Science Citation Index Expanded (SCI-EXPANDED)	Automation & Control Systems; Engineering	WE055	WOS:A1997WE05500009					2022-02-14	
C	Mitchell, JS		Pusey, HC; Pusey, SC		Mitchell, JS			MIMOSA - A key to successful information age equipment asset management	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		asset management; condition assessment; condition directed maintenance; condition monitoring; maintenance; MIMOSA; predictive maintenance; vibration analysis		Over the past twenty years, maintenance professionals have developed a rich array of highly successful practice and supporting technology to promote reliability, reduce cost and eliminate catastrophic failures. Planned Maintenance (PM) and Condition Directed or Predictive Maintenance (PdM) are examples of successful, broad use, proven practice. Condition assessment, lifetime prediction and diagnostic analysis based on vibration characteristics, operating fluid (lubricating and hydraulic oil) quality and condition, operating and electrical performance and thermography provide vital support. Today, there is growing recognition that single technology solutions, no matter how well implemented, are insufficient to produce results required to meet the demands of modern, high intensity, operations. There is a clear need for an overall, guiding concept. The concept must incorporate current "best practice" maintenance and fully integrate all elements of equipment information. Information exchange with unit management and information systems is a necessity. Likewise, a compelling what and why to justify "how to" practice and technology is essential. Many progressive visionaries are introducing a concept that some are beginning to call Asset Management. As typically presented, Asset Management is a strategic concept that goes beyond maintenance to include critical factors that influence performance, fix cost and ultimately determine the prime objective - availability. These include specification, design, installation, safety, operation, economics, organization, maintainability, work practices and training. Information, or more specifically the integration, exchange and display of information is a key component. Current and projected condition, supplied by multiple condition assessment systems and operating performance, conveys vital information. Design specifications, manufacturers' manuals, maintenance history, troubleshooting and task instructions, operating and maintenance recommendations (decision support) and lifecycle costs are other examples of crucial information. All must be immediately available and displayed intuitively for a broad range of users. All have observed the unification, information access and intuitive display achieved by Microsoft Windows. The Internet is another example. The same principles must be extended to equipment asset management. The only question is how. There is a solution. Demand open, self integrating, information systems. Vibration, lubricating oil, performance and electrical analysis systems that can freely exchange information between themselves, maintenance management and control systems. Think this is impossible? Personal computers seem to do very well with office applications. MIMOSA, The Machinery Information Management Open Systems Alliance, has demonstrated feasibility with a multi supplier open exchange of vibration data. Suppliers are committed. All that is needed now is user demand to complete the vital task. This presentation will summarize the necessity for and elements of change required to optimize the performance and availability of equipment assets. The advantages of fully integrated information as a fundamental element of success will be explored in depth. Details and current status of MIMOSA, an industry effort to gain open information exchange, will be presented.			Mitchell, JS (corresponding author), 31882 Paseo Alto Plano, San Juan Capistrano, CA 92675 USA.							0	0	0	0	0	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							11	15					5	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900002					2022-02-14	
C	Marscher, WD; Jen, CW		Pusey, HC; Pusey, SC		Marscher, WD; Jen, CW			Turbomachinery diagnosis and prognosis based on actively solicited impulse response	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		condition monitoring; condition-based maintenance; experimental modal analysis; predictive maintenance; turbomachinery; vibration analysis; vibration sensors; vibration testing		This paper proposes a novel CBM approach capable of reliable fault identification, diagnosis, and prognosis in rotating machinery. The approach supplements the original vibration, which is caused by the machine's operation, with a low level impulse induced by a small exciter built into or attached to the machine. The principle by which the impulse is able to obtain information concerning the machine internal components is similar to the action of sonar, because it relies on the feedback from the exciter signal after it travels through the machine and returns. Unfortunately, this process takes place in a mechanically "noisy" environment that nearly overwhelms the impulse return signal. Therefore, the returning structure-borne sound signal is time-averaged to filter out nearly everything except items that correlate with the randomly applied impulses. A Fourier transform of the time-averaged result produces clean frequency spectra containing natural frequency peaks. From the shape of these peaks, individual component dynamic characteristics can be determined, operational forces can be inferred, and a great many issues can be evaluated which are key to machinery health assessment and prognosis. Such issues include bearing and seal stiffness and implied wear, and existence of cracks in shafts or their supporting structures.	Mech Solut Inc, Parsippany, NJ 07054 USA		Marscher, WD (corresponding author), Mech Solut Inc, 9 Sylvan Way,Suite 360, Parsippany, NJ 07054 USA.							0	0	0	0	1	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							83	92					10	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900009					2022-02-14	
C	Lesieutre, GA; Fang, L; Lee, U		Pusey, HC; Pusey, SC		Lesieutre, GA; Fang, L; Lee, U			Hierarchical failure simulation for machinery prognostics	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		condition based maintenance; condition monitoring; prognostics; damage mechanics; damage evolution; damage modes; remaining life		A "prognostics" capability is an essential element of a condition-based maintenance scheme. Prognostics involves monitoring to ascertain the current health of a machine in combination with predictive modeling, and implies the ability to confidently predict remaining life under a range of operating conditions so as to guarantee operation for a minimum One under extreme conditions. Development of efficient numerical models of material damage accumulation and component failure are key parts of a prognostics capability. Such models need not approach perfect fidelity, as errors can be detected by monitoring, but must be accurate enough to guarantee safe operation over some time window into the future. A hierarchical modeling approach is being developed to address this need, with the following features : (1) local material failure is modeled approximately using continuum damage mechanics; (2) component failure is modeled through numerical solution of representative boundary value problems; and (3) system failure is modeled dynamically by representing individual components as discrete elements having associated damage states. Damage mechanics solutions for individual components are used to define characteristic "component damage modes," which are used to construct low-order component models for use in system simulation. These simulations are used to identify system failure modes and accompanying observables, as well as to assess remaining life.	Penn State Univ, University Pk, PA 16802 USA		Lesieutre, GA (corresponding author), Penn State Univ, 233 Hammond, University Pk, PA 16802 USA.		Lesieutre, George A/E-6632-2011	Lesieutre, George A/0000-0003-4547-5379				0	2	3	0	0	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							103	110					8	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900011					2022-02-14	
C	Steele, JPH		Pusey, HC; Pusey, SC		Steele, JPH			Intelligent on-line detection of cavitation in hydraulic pumps	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		condition monitoring; pump cavitation; online diagnosis; expert systems		Pump cavitation can have devastating effects on the pump in which it occurs. High pressure hydraulic pumps, the type used to provide the power for heavy equipment and robots, can be completely destroyed if they are allowed to cavitate for even a few hours. Similar results are true for feedwater pumps in steam power applications and hydraulic power units for aircraft controls. While cavitation is obvious to any mechanic standing near a pump which is cavitating, it is difficult to diagnosis if the pump is being operated remotely or is just one piece of equipment among many. The goal of this work is to develop an on-line condition monitoring tool to detect the occurrence of cavitation in hydraulic pumps using expert system technology, and to communicate that condition to operators and management using an intelligent user interface. The method of cavitation detect presented here involves developing a linear discriminant function of five variables. These five variables are state variables which would normally be available in many applications, i.e., pressures, temperatures, and flow rate. This approach is shown to be successful from tests run on a hydraulic system. In addition, the use of on-line cavitation detection is presented in the context of it being only one of several system attributes monitored as part of an integrated real-time machine health assessment system (condition monitoring). The goal of the system is to provide on-line intelligent predictive maintenance capability thus saving time and money on mission critical systems.	Colorado Sch Mines, Ctr Robot & Intelligent Syst, Lab Intelligent Automated Syst, LIAS, Golden, CO 80401 USA		Steele, JPH (corresponding author), Colorado Sch Mines, Ctr Robot & Intelligent Syst, Lab Intelligent Automated Syst, LIAS, Golden, CO 80401 USA.							0	0	0	0	2	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							121	130					10	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900013					2022-02-14	
C	Edwards, TG; Hadden, GD		Pusey, HC; Pusey, SC		Edwards, TG; Hadden, GD			An autonomous diagnostic/prognostic system for shipboard chilled water plants	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		chilled water plant; diagnostics; knowledge fusion; MEMS; prognostics; sensor fusion; vibration analysis		This paper describes an autonomous system for diagnosing faults and predicting the remaining life of shipboard chilled water plant components. The goals of this system are to provide increased machinery diagnostic/prognostic capability at a time when available maintenance manpower is being reduced. The system will provide increased mission readiness and support maintenance scheduling by providing an accurate, autonomous assessment of machinery condition. This open diagnostic/prognostic system does not focus on a single condition based maintenance technology but is designed to combine multiple, diagnostic/prognostic approaches that will, individually, provide different information about the machinery's condition. This system is designed to blend multiple approaches and will also accept new technologies and algorithms as they are developed or become available. Sensor and sensor validation algorithms will be designed and chosen that provide reliability, redundancy and low cost. Local processors will be used to autonomously and continuously collect data and monitor the chilled water plant components. A centralized processing and data repository will also provide prognostic results to maintenance personnel. This paper will discuss the three sub-systems of the diagnostic/prognostic system: sensors, Data Concentrators (DCs) and the Prognostics/Diagnostic Monitoring Engine (PDME).	Honeywell Inc, Ctr Technol, Minneapolis, MN 55418 USA		Edwards, TG (corresponding author), Honeywell Inc, Ctr Technol, 3660 Technol Dr, Minneapolis, MN 55418 USA.							0	0	0	0	0	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							139	147					9	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900015					2022-02-14	
C	Sifre, WW; Drager, SL; Walter, MJ		Pusey, HC; Pusey, SC		Sifre, WW; Drager, SL; Walter, MJ			A prognostic monitor for microelectronics systems reliability	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		hot carrier degradation; microelectronics; oxide breakdown; prognostics; reliability		An innovative use of test structures for increasing the maintainability, reliability and availability of electronic systems is presented. The proposed use scenario provides insight into the real-time status of the reliability of the microelectronic components of the system through a prognostic reliability monitoring vehicle. Specifically, this technique provides the user with a library of prognostic cells and a test methodology which may be utilized to predict an impending operational failure of electronic components, modules, and systems due to the failure mechanisms of hot carrier degradation and oxide breakdown.	Rome Lab, ERDD, Rome, NY 13441 USA		Sifre, WW (corresponding author), Rome Lab, ERDD, 525 Brooks Rd, Rome, NY 13441 USA.							0	0	0	0	0	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							251	260					10	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900025					2022-02-14	
C	Garga, AK; Elverson, BT; Lang, DC		Pusey, HC; Pusey, SC		Garga, AK; Elverson, BT; Lang, DC			AR modeling with dimension reduction for machinery fault classification	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		autoregressive modeling; condition-based maintenance; dimension reduction; fault classification; neural networks		Autoregressive (AR) and autoregressive moving-average (ARMA) modeling have been applied to the modeling of machinery signals in the past. However, to adequately model the signals large model orders have been used due to the presence of intermodulation and other sources of noise. We have developed a new approach for machinery fault classification through AR modeling followed by dimension reduction, utilizing techniques prevalent in the statistics and pattern recognition communities. The goal is to enhance those features of the AR-coefficient vector that contribute the most to the classification of faults. We describe the details of our hybrid approach and illustrate it by analyzing the Westland helicopter transmission vibration signal data set. The data consist of 8 accelerometer signals for each of 68 no-fault and seeded-fault runs on the aft transmission of a CH-46E helicopter. We first show that each data channel exhibits stationarity, which permits us to split each file into multiple 1-second segments for processing. This reduces processing time and provides for additional training data, allowing us to obtain statistically significant results. Classification performance is very dependent on the accelerometer used for generating features; as expected, the accelerometer closest to the faulty component provides the most information about the fault. We then compare the effect of different dimension-reduction techniques on fault classification. We show that for higher-order AR vectors all the dimension reduction techniques give comparable results. But, for lower-order AR vectors non-parametric methods result in greater fault separability at the cost of greater computation. Finally, we suggest a fault classification method suitable for real-time operation where low order AR modeling is followed by dimension reduction and non-parametric classification. Here, each part is a linear operation, and therefore, can be combined into a single linear operation, thereby saving greatly in complexity. These results should further the performance of CBM systems and bring us closer to adequately addressing prognostics for complex machinery.	Penn State Univ, Appl Res Lab, State Coll, PA 16804 USA		Garga, AK (corresponding author), Penn State Univ, Appl Res Lab, POB 30, State Coll, PA 16804 USA.							0	1	1	0	0	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							299	308					10	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900030					2022-02-14	
C	Watts, WA		Pusey, HC; Pusey, SC		Watts, WA			Main propulsion reduction gear case study	CRITICAL LINK: DIAGNOSIS TO PROGNOSIS			English	Proceedings Paper	Joint Conference of the 51st Meeting of the SMFPT / 12th Biennial Conference on Reliability, Stress Analysis and Failure Prevention (RSAFP Committe of ASME)	APR 14-18, 1997	VIRGINIA BEACH, VA	Soc Machinery Failure Prevent Technol, ASME, RSAFP Comm		case; diagnostic; gears; predictive; vibration		A main propulsion reduction gear in a military ship exhibited no audible or outward signs of a mechanical problem. An Expert System automated diagnostic program was used for routine testing. Vibration spectral data indicated amplitudes at specific frequencies that were low compared to vibration levels for most other machines, but high relative to normal for this case. Routine monitoring with the deployed Expert System provided early detection and diagnosis, and tracked the degradation until corrective action was required. Subsequent inspection of the gearbox revealed a condition that warranted immediate correction to avoid extreme costs. This paper describes the method used to detect the fault, the inspection results, and the benefits derived from such an approach.	DLI Engn Inc, Bainbridge Isl, WA 98110 USA		Watts, WA (corresponding author), DLI Engn Inc, 253 Winslow Way W, Bainbridge Isl, WA 98110 USA.							0	0	0	0	0	SOCIETY MACHINERY FAILURE PREVENTION TECHNOLOGY	HAYMARKET	4193 SUDLEY RD, HAYMARKET, VA 20169-2420 USA							1997							327	336					10	Engineering, Multidisciplinary; Engineering, Mechanical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK29G	WOS:000071682900033					2022-02-14	
